Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_16_465,VGND,li1,219.6500,54.4000,0.000007
FILLER_16_461,VGND,li1,218.5000,54.4000,0.000007
FILLER_16_457,VGND,li1,215.9700,54.4000,0.000007
FILLER_16_445,VGND,li1,212.9800,54.4000,0.000007
FILLER_16_438,VGND,li1,207.2300,54.4000,0.000007
FILLER_16_421,VGND,li1,200.1000,54.4000,0.000007
FILLER_16_419,VGND,li1,198.4900,54.4000,0.000007
FILLER_16_397,VGND,li1,188.3700,54.4000,0.000007
FILLER_16_389,VGND,li1,186.3000,54.4000,0.000007
FILLER_16_377,VGND,li1,181.7000,54.4000,0.000007
FILLER_16_365,VGND,li1,176.1800,54.4000,0.000009
FILLER_16_363,VGND,li1,172.7300,54.4000,0.000011
FILLER_16_359,VGND,li1,171.5800,54.4000,0.000011
FILLER_16_347,VGND,li1,167.9000,54.4000,0.000014
FILLER_16_328,VGND,li1,157.7800,54.4000,0.000020
FILLER_16_316,VGND,li1,153.6400,54.4000,0.000024
FILLER_16_304,VGND,li1,146.2800,54.4000,0.000028
FILLER_16_273,VGND,li1,131.5600,54.4000,0.000038
FILLER_16_265,VGND,li1,129.2600,54.4000,0.000040
FILLER_16_253,VGND,li1,124.6600,54.4000,0.000043
FILLER_16_249,VGND,li1,120.7500,54.4000,0.000046
FILLER_16_221,VGND,li1,107.6400,54.4000,0.000053
FILLER_16_209,VGND,li1,104.4200,54.4000,0.000055
FILLER_16_197,VGND,li1,98.9000,54.4000,0.000059
FILLER_16_195,VGND,li1,95.4500,54.4000,0.000062
FILLER_16_189,VGND,li1,93.8400,54.4000,0.000062
FILLER_16_177,VGND,li1,89.7000,54.4000,0.000065
FILLER_16_165,VGND,li1,84.1800,54.4000,0.000069
FILLER_16_153,VGND,li1,78.6600,54.4000,0.000072
FILLER_16_141,VGND,li1,73.1400,54.4000,0.000076
FILLER_16_138,VGND,li1,69.4600,54.4000,0.000078
FILLER_16_124,VGND,li1,62.7900,54.4000,0.000083
FILLER_16_116,VGND,li1,60.7200,54.4000,0.000085
FILLER_16_105,VGND,li1,54.2800,54.4000,0.000089
FILLER_16_97,VGND,li1,50.8300,54.4000,0.000091
FILLER_16_85,VGND,li1,47.3800,54.4000,0.000081
FILLER_16_83,VGND,li1,43.9300,54.4000,0.000069
FILLER_16_77,VGND,li1,42.3200,54.4000,0.000069
FILLER_16_65,VGND,li1,38.1800,54.4000,0.000056
FILLER_16_53,VGND,li1,32.6600,54.4000,0.000044
FILLER_16_41,VGND,li1,27.1400,54.4000,0.000030
FILLER_16_29,VGND,li1,21.6200,54.4000,0.000025
FILLER_16_27,VGND,li1,18.1700,54.4000,0.000025
FILLER_16_15,VGND,li1,15.1800,54.4000,0.000025
FILLER_16_3,VGND,li1,9.6600,54.4000,0.000025
FILLER_15_636,VGND,li1,298.3100,54.4000,0.000007
FILLER_15_630,VGND,li1,296.7000,54.4000,0.000007
FILLER_15_604,VGND,li1,286.1200,54.4000,0.000007
FILLER_15_592,VGND,li1,280.6000,54.4000,0.000007
FILLER_15_583,VGND,li1,273.9300,54.4000,0.000007
FILLER_15_579,VGND,li1,272.0900,54.4000,0.000007
FILLER_15_573,VGND,li1,270.4800,54.4000,0.000007
FILLER_15_561,VGND,li1,266.3400,54.4000,0.000007
FILLER_15_559,VGND,li1,262.8900,54.4000,0.000007
FILLER_15_547,VGND,li1,259.9000,54.4000,0.000007
FILLER_15_535,VGND,li1,254.3800,54.4000,0.000007
FILLER_15_502,VGND,li1,236.9000,54.4000,0.000007
FILLER_15_490,VGND,li1,233.6800,54.4000,0.000007
FILLER_15_486,VGND,li1,229.3100,54.4000,0.000007
FILLER_15_482,VGND,li1,228.1600,54.4000,0.000007
FILLER_15_447,VGND,li1,211.3700,54.4000,0.000007
FILLER_15_435,VGND,li1,208.3800,54.4000,0.000007
FILLER_15_431,VGND,li1,204.0100,54.4000,0.000007
FILLER_15_427,VGND,li1,202.8600,54.4000,0.000007
FILLER_15_410,VGND,li1,194.3500,54.4000,0.000007
FILLER_15_397,VGND,li1,188.3700,54.4000,0.000007
FILLER_15_393,VGND,li1,187.2200,54.4000,0.000007
FILLER_15_369,VGND,li1,175.4900,54.4000,0.000009
FILLER_15_361,VGND,li1,173.4200,54.4000,0.000010
FILLER_15_349,VGND,li1,168.8200,54.4000,0.000014
FILLER_15_337,VGND,li1,163.3000,54.4000,0.000017
FILLER_15_335,VGND,li1,159.8500,54.4000,0.000019
FILLER_15_329,VGND,li1,158.2400,54.4000,0.000020
FILLER_15_317,VGND,li1,154.1000,54.4000,0.000024
FILLER_15_305,VGND,li1,148.5800,54.4000,0.000026
FILLER_15_298,VGND,li1,142.8300,54.4000,0.000030
FILLER_15_294,VGND,li1,141.6800,54.4000,0.000032
FILLER_15_277,VGND,li1,133.6300,54.4000,0.000036
FILLER_15_261,VGND,li1,126.0400,54.4000,0.000041
FILLER_15_253,VGND,li1,123.7400,54.4000,0.000043
FILLER_15_229,VGND,li1,111.7800,54.4000,0.000052
FILLER_15_225,VGND,li1,109.2500,54.4000,0.000053
FILLER_15_212,VGND,li1,105.8000,54.4000,0.000055
FILLER_15_192,VGND,li1,94.5300,54.4000,0.000062
FILLER_15_184,VGND,li1,92.0000,54.4000,0.000064
FILLER_15_172,VGND,li1,87.4000,54.4000,0.000067
FILLER_15_152,VGND,li1,76.1300,54.4000,0.000074
FILLER_15_144,VGND,li1,73.6000,54.4000,0.000076
FILLER_15_132,VGND,li1,69.0000,54.4000,0.000080
FILLER_15_120,VGND,li1,63.4800,54.4000,0.000083
FILLER_15_93,VGND,li1,48.5300,54.4000,0.000081
FILLER_15_87,VGND,li1,46.9200,54.4000,0.000081
FILLER_15_75,VGND,li1,42.7800,54.4000,0.000069
FILLER_15_63,VGND,li1,37.2600,54.4000,0.000056
FILLER_15_55,VGND,li1,31.0500,54.4000,0.000037
FILLER_15_51,VGND,li1,29.9000,54.4000,0.000037
FILLER_15_39,VGND,li1,26.2200,54.4000,0.000025
FILLER_15_27,VGND,li1,20.7000,54.4000,0.000025
FILLER_15_15,VGND,li1,15.1800,54.4000,0.000025
FILLER_15_3,VGND,li1,9.6600,54.4000,0.000025
FILLER_14_625,VGND,li1,295.7800,48.9600,0.000066
FILLER_14_606,VGND,li1,284.9700,48.9600,0.000066
FILLER_14_594,VGND,li1,281.5200,48.9600,0.000066
FILLER_14_567,VGND,li1,266.5700,48.9600,0.000063
FILLER_14_559,VGND,li1,264.5000,48.9600,0.000061
FILLER_14_550,VGND,li1,258.7500,48.9600,0.000059
FILLER_14_546,VGND,li1,257.6000,48.9600,0.000057
FILLER_14_531,VGND,li1,250.0100,48.9600,0.000053
FILLER_14_523,VGND,li1,247.9400,48.9600,0.000052
FILLER_14_515,VGND,li1,242.8800,48.9600,0.000049
FILLER_14_503,VGND,li1,239.6600,48.9600,0.000047
FILLER_14_475,VGND,li1,224.2500,48.9600,0.000038
FILLER_14_467,VGND,li1,222.1800,48.9600,0.000037
FILLER_14_446,VGND,li1,212.5200,48.9600,0.000031
FILLER_14_434,VGND,li1,207.9200,48.9600,0.000029
FILLER_14_395,VGND,li1,187.6800,48.9600,0.000017
FILLER_14_387,VGND,li1,185.3800,48.9600,0.000016
FILLER_14_379,VGND,li1,180.3200,48.9600,0.000013
FILLER_14_371,VGND,li1,178.0200,48.9600,0.000011
FILLER_14_333,VGND,li1,161.4600,48.9600,0.000021
FILLER_14_321,VGND,li1,155.9400,48.9600,0.000023
FILLER_14_309,VGND,li1,150.4200,48.9600,0.000026
FILLER_14_305,VGND,li1,146.5100,48.9600,0.000029
FILLER_14_253,VGND,li1,122.5900,48.9600,0.000029
FILLER_14_250,VGND,li1,120.9800,48.9600,0.000029
FILLER_14_242,VGND,li1,118.6800,48.9600,0.000029
FILLER_14_238,VGND,li1,115.2300,48.9600,0.000028
FILLER_14_230,VGND,li1,113.1600,48.9600,0.000028
FILLER_14_221,VGND,li1,107.8700,48.9600,0.000028
FILLER_14_209,VGND,li1,104.4200,48.9600,0.000028
FILLER_14_197,VGND,li1,98.9000,48.9600,0.000028
FILLER_14_195,VGND,li1,95.4500,48.9600,0.000028
FILLER_14_191,VGND,li1,94.3000,48.9600,0.000028
FILLER_14_179,VGND,li1,90.6200,48.9600,0.000028
FILLER_14_167,VGND,li1,85.1000,48.9600,0.000027
FILLER_14_155,VGND,li1,79.5800,48.9600,0.000027
FILLER_14_141,VGND,li1,70.6100,48.9600,0.000027
FILLER_14_132,VGND,li1,66.7000,48.9600,0.000027
FILLER_14_120,VGND,li1,63.4800,48.9600,0.000027
FILLER_14_93,VGND,li1,48.7600,48.9600,0.000026
FILLER_14_85,VGND,li1,46.4600,48.9600,0.000026
FILLER_14_81,VGND,li1,43.4700,48.9600,0.000026
FILLER_14_69,VGND,li1,40.0200,48.9600,0.000026
FILLER_14_41,VGND,li1,25.3000,48.9600,0.000012
FILLER_14_29,VGND,li1,21.6200,48.9600,0.000012
FILLER_14_27,VGND,li1,18.1700,48.9600,0.000012
FILLER_14_15,VGND,li1,15.1800,48.9600,0.000012
FILLER_14_3,VGND,li1,9.6600,48.9600,0.000012
FILLER_13_634,VGND,li1,297.8500,48.9600,0.000066
FILLER_13_614,VGND,li1,288.4200,48.9600,0.000066
FILLER_13_606,VGND,li1,286.1200,48.9600,0.000066
FILLER_13_594,VGND,li1,281.5200,48.9600,0.000066
FILLER_13_582,VGND,li1,276.0000,48.9600,0.000066
FILLER_13_576,VGND,li1,271.1700,48.9600,0.000066
FILLER_13_568,VGND,li1,268.6400,48.9600,0.000064
FILLER_13_557,VGND,li1,262.4300,48.9600,0.000060
FILLER_13_538,VGND,li1,253.4600,48.9600,0.000055
FILLER_13_530,VGND,li1,251.1600,48.9600,0.000053
FILLER_13_523,VGND,li1,246.3300,48.9600,0.000050
FILLER_13_517,VGND,li1,244.7200,48.9600,0.000050
FILLER_13_505,VGND,li1,240.5800,48.9600,0.000047
FILLER_13_503,VGND,li1,237.1300,48.9600,0.000046
FILLER_13_495,VGND,li1,235.0600,48.9600,0.000044
FILLER_13_483,VGND,li1,230.4600,48.9600,0.000042
FILLER_13_477,VGND,li1,225.1700,48.9600,0.000038
FILLER_13_473,VGND,li1,224.0200,48.9600,0.000038
FILLER_13_461,VGND,li1,220.3400,48.9600,0.000036
FILLER_13_449,VGND,li1,214.8200,48.9600,0.000033
FILLER_13_447,VGND,li1,211.3700,48.9600,0.000031
FILLER_13_439,VGND,li1,209.3000,48.9600,0.000029
FILLER_13_421,VGND,li1,201.9400,48.9600,0.000025
FILLER_13_393,VGND,li1,186.7600,48.9600,0.000016
FILLER_13_391,VGND,li1,185.6100,48.9600,0.000016
FILLER_13_379,VGND,li1,182.6200,48.9600,0.000014
FILLER_13_358,VGND,li1,170.8900,48.9600,0.000015
FILLER_13_350,VGND,li1,168.3600,48.9600,0.000017
FILLER_13_344,VGND,li1,164.2200,48.9600,0.000019
FILLER_13_332,VGND,li1,158.4700,48.9600,0.000022
FILLER_13_328,VGND,li1,157.3200,48.9600,0.000023
FILLER_13_316,VGND,li1,153.6400,48.9600,0.000025
FILLER_13_293,VGND,li1,140.9900,48.9600,0.000029
FILLER_13_281,VGND,li1,137.5400,48.9600,0.000029
FILLER_13_279,VGND,li1,134.0900,48.9600,0.000029
FILLER_13_271,VGND,li1,130.8700,48.9600,0.000029
FILLER_13_260,VGND,li1,125.3500,48.9600,0.000029
FILLER_13_246,VGND,li1,119.1400,48.9600,0.000029
FILLER_13_238,VGND,li1,116.8400,48.9600,0.000028
FILLER_13_222,VGND,li1,108.1000,48.9600,0.000028
FILLER_13_214,VGND,li1,105.8000,48.9600,0.000028
FILLER_13_202,VGND,li1,101.2000,48.9600,0.000028
FILLER_13_176,VGND,li1,87.8600,48.9600,0.000027
FILLER_13_165,VGND,li1,82.1100,48.9600,0.000027
FILLER_13_158,VGND,li1,78.6600,48.9600,0.000027
FILLER_13_125,VGND,li1,64.4000,48.9600,0.000027
FILLER_13_113,VGND,li1,60.2600,48.9600,0.000026
FILLER_13_106,VGND,li1,55.6600,48.9600,0.000026
FILLER_13_94,VGND,li1,51.5200,48.9600,0.000026
FILLER_13_80,VGND,li1,44.1600,48.9600,0.000026
FILLER_13_39,VGND,li1,23.6900,48.9600,0.000012
FILLER_13_27,VGND,li1,20.7000,48.9600,0.000012
FILLER_13_15,VGND,li1,15.1800,48.9600,0.000012
FILLER_13_3,VGND,li1,9.6600,48.9600,0.000012
FILLER_12_625,VGND,li1,293.7100,43.5200,0.000339
FILLER_12_601,VGND,li1,282.9000,43.5200,0.000337
FILLER_12_589,VGND,li1,279.2200,43.5200,0.000334
FILLER_12_586,VGND,li1,275.5400,43.5200,0.000332
FILLER_12_574,VGND,li1,272.3200,43.5200,0.000330
FILLER_12_533,VGND,li1,251.3900,43.5200,0.000318
FILLER_12_526,VGND,li1,248.8600,43.5200,0.000316
FILLER_12_477,VGND,li1,227.7000,43.5200,0.000296
FILLER_12_470,VGND,li1,223.1000,43.5200,0.000290
FILLER_12_463,VGND,li1,219.4200,43.5200,0.000281
FILLER_12_438,VGND,li1,209.7600,43.5200,0.000265
FILLER_12_430,VGND,li1,203.5500,43.5200,0.000253
FILLER_12_424,VGND,li1,201.9400,43.5200,0.000253
FILLER_12_394,VGND,li1,187.2200,43.5200,0.000183
FILLER_12_386,VGND,li1,184.9200,43.5200,0.000166
FILLER_12_365,VGND,li1,175.2600,43.5200,0.000116
FILLER_12_363,VGND,li1,172.7300,43.5200,0.000123
FILLER_12_357,VGND,li1,171.1200,43.5200,0.000123
FILLER_12_322,VGND,li1,154.5600,43.5200,0.000153
FILLER_12_309,VGND,li1,149.5000,43.5200,0.000162
FILLER_12_306,VGND,li1,146.7400,43.5200,0.000167
FILLER_12_286,VGND,li1,137.3100,43.5200,0.000180
FILLER_12_278,VGND,li1,135.2400,43.5200,0.000182
FILLER_12_253,VGND,li1,122.3600,43.5200,0.000195
FILLER_12_240,VGND,li1,118.6800,43.5200,0.000197
FILLER_12_213,VGND,li1,103.7300,43.5200,0.000207
FILLER_12_209,VGND,li1,102.5800,43.5200,0.000207
FILLER_12_179,VGND,li1,88.0900,43.5200,0.000195
FILLER_12_151,VGND,li1,76.8200,43.5200,0.000167
FILLER_12_134,VGND,li1,67.3900,43.5200,0.000139
FILLER_12_128,VGND,li1,65.7800,43.5200,0.000139
FILLER_12_116,VGND,li1,61.6400,43.5200,0.000129
FILLER_12_104,VGND,li1,56.1200,43.5200,0.000112
FILLER_12_92,VGND,li1,50.6000,43.5200,0.000101
FILLER_12_80,VGND,li1,43.2400,43.5200,0.000082
FILLER_12_41,VGND,li1,26.2200,43.5200,0.000031
FILLER_12_29,VGND,li1,21.6200,43.5200,0.000031
FILLER_12_27,VGND,li1,18.1700,43.5200,0.000031
FILLER_12_15,VGND,li1,15.1800,43.5200,0.000031
FILLER_12_3,VGND,li1,9.6600,43.5200,0.000031
FILLER_11_633,VGND,li1,297.6200,43.5200,0.000339
FILLER_11_610,VGND,li1,287.5000,43.5200,0.000339
FILLER_11_598,VGND,li1,283.3600,43.5200,0.000337
FILLER_11_586,VGND,li1,277.8400,43.5200,0.000334
FILLER_11_574,VGND,li1,272.3200,43.5200,0.000330
FILLER_11_517,VGND,li1,243.8000,43.5200,0.000314
FILLER_11_505,VGND,li1,240.5800,43.5200,0.000312
FILLER_11_500,VGND,li1,236.4400,43.5200,0.000309
FILLER_11_476,VGND,li1,226.3200,43.5200,0.000296
FILLER_11_461,VGND,li1,218.0400,43.5200,0.000281
FILLER_11_449,VGND,li1,214.8200,43.5200,0.000273
FILLER_11_446,VGND,li1,211.1400,43.5200,0.000269
FILLER_11_438,VGND,li1,208.8400,43.5200,0.000265
FILLER_11_425,VGND,li1,201.2500,43.5200,0.000249
FILLER_11_421,VGND,li1,200.1000,43.5200,0.000249
FILLER_11_412,VGND,li1,195.5000,43.5200,0.000241
FILLER_11_393,VGND,li1,186.7600,43.5200,0.000183
FILLER_11_380,VGND,li1,183.0800,43.5200,0.000149
FILLER_11_371,VGND,li1,176.8700,43.5200,0.000116
FILLER_11_350,VGND,li1,166.7500,43.5200,0.000131
FILLER_11_325,VGND,li1,155.2500,43.5200,0.000153
FILLER_11_313,VGND,li1,152.2600,43.5200,0.000157
FILLER_11_276,VGND,li1,133.4000,43.5200,0.000184
FILLER_11_264,VGND,li1,129.7200,43.5200,0.000191
FILLER_11_254,VGND,li1,122.5900,43.5200,0.000195
FILLER_11_242,VGND,li1,119.6000,43.5200,0.000197
FILLER_11_231,VGND,li1,112.0100,43.5200,0.000201
FILLER_11_225,VGND,li1,110.4000,43.5200,0.000203
FILLER_11_222,VGND,li1,108.1000,43.5200,0.000204
FILLER_11_217,VGND,li1,105.8000,43.5200,0.000205
FILLER_11_199,VGND,li1,97.7500,43.5200,0.000209
FILLER_11_174,VGND,li1,86.4800,43.5200,0.000191
FILLER_11_155,VGND,li1,78.6600,43.5200,0.000171
FILLER_11_143,VGND,li1,74.0600,43.5200,0.000159
FILLER_11_131,VGND,li1,68.5400,43.5200,0.000146
FILLER_11_119,VGND,li1,63.0200,43.5200,0.000129
FILLER_11_104,VGND,li1,55.2000,43.5200,0.000112
FILLER_11_92,VGND,li1,50.6000,43.5200,0.000101
FILLER_11_69,VGND,li1,37.9500,43.5200,0.000069
FILLER_11_57,VGND,li1,34.5000,43.5200,0.000060
FILLER_11_55,VGND,li1,31.0500,43.5200,0.000049
FILLER_11_51,VGND,li1,29.9000,43.5200,0.000044
FILLER_11_39,VGND,li1,26.2200,43.5200,0.000031
FILLER_11_27,VGND,li1,20.7000,43.5200,0.000031
FILLER_11_15,VGND,li1,15.1800,43.5200,0.000031
FILLER_11_3,VGND,li1,9.6600,43.5200,0.000031
FILLER_10_635,VGND,li1,298.0800,38.0800,0.000093
FILLER_10_596,VGND,li1,280.1400,38.0800,0.000086
FILLER_10_582,VGND,li1,274.6200,38.0800,0.000083
FILLER_10_578,VGND,li1,271.6300,38.0800,0.000081
FILLER_10_566,VGND,li1,268.6400,38.0800,0.000080
FILLER_10_554,VGND,li1,263.1200,38.0800,0.000077
FILLER_10_549,VGND,li1,258.2900,38.0800,0.000073
FILLER_10_545,VGND,li1,257.1400,38.0800,0.000073
FILLER_10_533,VGND,li1,253.4600,38.0800,0.000071
FILLER_10_528,VGND,li1,249.3200,38.0800,0.000068
FILLER_10_521,VGND,li1,245.4100,38.0800,0.000065
FILLER_10_515,VGND,li1,243.8000,38.0800,0.000065
FILLER_10_509,VGND,li1,240.3500,38.0800,0.000063
FILLER_10_461,VGND,li1,220.3400,38.0800,0.000052
FILLER_10_449,VGND,li1,214.8200,38.0800,0.000048
FILLER_10_437,VGND,li1,209.3000,38.0800,0.000045
FILLER_10_429,VGND,li1,203.0900,38.0800,0.000041
FILLER_10_421,VGND,li1,201.0200,38.0800,0.000040
FILLER_10_419,VGND,li1,198.4900,38.0800,0.000038
FILLER_10_413,VGND,li1,196.8800,38.0800,0.000038
FILLER_10_407,VGND,li1,192.9700,38.0800,0.000036
FILLER_10_399,VGND,li1,190.9000,38.0800,0.000034
FILLER_10_392,VGND,li1,186.3000,38.0800,0.000031
FILLER_10_384,VGND,li1,184.0000,38.0800,0.000029
FILLER_10_372,VGND,li1,179.4000,38.0800,0.000027
FILLER_10_365,VGND,li1,174.1100,38.0800,0.000034
FILLER_10_361,VGND,li1,172.2700,38.0800,0.000038
FILLER_10_321,VGND,li1,155.0200,38.0800,0.000075
FILLER_10_309,VGND,li1,150.4200,38.0800,0.000084
FILLER_10_305,VGND,li1,146.5100,38.0800,0.000092
FILLER_10_276,VGND,li1,133.1700,38.0800,0.000110
FILLER_10_264,VGND,li1,129.7200,38.0800,0.000112
FILLER_10_226,VGND,li1,109.7100,38.0800,0.000113
FILLER_10_214,VGND,li1,106.7200,38.0800,0.000112
FILLER_10_202,VGND,li1,101.2000,38.0800,0.000109
FILLER_10_194,VGND,li1,95.2200,38.0800,0.000107
FILLER_10_183,VGND,li1,89.9300,38.0800,0.000101
FILLER_10_177,VGND,li1,88.3200,38.0800,0.000101
FILLER_10_165,VGND,li1,84.1800,38.0800,0.000097
FILLER_10_153,VGND,li1,78.6600,38.0800,0.000091
FILLER_10_141,VGND,li1,73.1400,38.0800,0.000086
FILLER_10_132,VGND,li1,68.0800,38.0800,0.000081
FILLER_10_106,VGND,li1,54.9700,38.0800,0.000063
FILLER_10_97,VGND,li1,50.6000,38.0800,0.000056
FILLER_10_85,VGND,li1,47.3800,38.0800,0.000052
FILLER_10_83,VGND,li1,43.9300,38.0800,0.000044
FILLER_10_77,VGND,li1,42.3200,38.0800,0.000044
FILLER_10_65,VGND,li1,38.1800,38.0800,0.000037
FILLER_10_53,VGND,li1,32.6600,38.0800,0.000028
FILLER_10_41,VGND,li1,27.1400,38.0800,0.000019
FILLER_10_29,VGND,li1,21.6200,38.0800,0.000016
FILLER_10_27,VGND,li1,18.1700,38.0800,0.000016
FILLER_10_15,VGND,li1,15.1800,38.0800,0.000016
FILLER_10_3,VGND,li1,9.6600,38.0800,0.000016
FILLER_9_636,VGND,li1,298.3100,38.0800,0.000093
FILLER_9_630,VGND,li1,296.7000,38.0800,0.000093
FILLER_9_615,VGND,li1,288.6500,38.0800,0.000091
FILLER_9_603,VGND,li1,285.6600,38.0800,0.000090
FILLER_9_573,VGND,li1,269.5600,38.0800,0.000080
FILLER_9_561,VGND,li1,266.3400,38.0800,0.000078
FILLER_9_559,VGND,li1,262.8900,38.0800,0.000075
FILLER_9_553,VGND,li1,261.2800,38.0800,0.000075
FILLER_9_541,VGND,li1,257.1400,38.0800,0.000073
FILLER_9_529,VGND,li1,251.6200,38.0800,0.000070
FILLER_9_517,VGND,li1,246.1000,38.0800,0.000067
FILLER_9_505,VGND,li1,240.5800,38.0800,0.000063
FILLER_9_502,VGND,li1,236.9000,38.0800,0.000061
FILLER_9_494,VGND,li1,234.6000,38.0800,0.000059
FILLER_9_490,VGND,li1,231.1500,38.0800,0.000057
FILLER_9_486,VGND,li1,230.0000,38.0800,0.000057
FILLER_9_474,VGND,li1,226.3200,38.0800,0.000055
FILLER_9_462,VGND,li1,220.8000,38.0800,0.000052
FILLER_9_442,VGND,li1,209.5300,38.0800,0.000045
FILLER_9_434,VGND,li1,207.0000,38.0800,0.000044
FILLER_9_422,VGND,li1,202.4000,38.0800,0.000040
FILLER_9_410,VGND,li1,196.8800,38.0800,0.000038
FILLER_9_398,VGND,li1,191.3600,38.0800,0.000034
FILLER_9_389,VGND,li1,185.1500,38.0800,0.000031
FILLER_9_381,VGND,li1,182.6200,38.0800,0.000029
FILLER_9_321,VGND,li1,154.5600,38.0800,0.000075
FILLER_9_309,VGND,li1,150.4200,38.0800,0.000084
FILLER_9_281,VGND,li1,135.2400,38.0800,0.000108
FILLER_9_272,VGND,li1,132.4800,38.0800,0.000110
FILLER_9_249,VGND,li1,120.7500,38.0800,0.000115
FILLER_9_237,VGND,li1,117.3000,38.0800,0.000116
FILLER_9_225,VGND,li1,111.7800,38.0800,0.000114
FILLER_9_223,VGND,li1,108.3300,38.0800,0.000112
FILLER_9_219,VGND,li1,107.1800,38.0800,0.000112
FILLER_9_211,VGND,li1,103.0400,38.0800,0.000110
FILLER_9_203,VGND,li1,100.7400,38.0800,0.000109
FILLER_9_193,VGND,li1,95.2200,38.0800,0.000107
FILLER_9_181,VGND,li1,91.5400,38.0800,0.000104
FILLER_9_169,VGND,li1,86.0200,38.0800,0.000099
FILLER_9_165,VGND,li1,82.1100,38.0800,0.000095
FILLER_9_149,VGND,li1,75.4400,38.0800,0.000088
FILLER_9_137,VGND,li1,71.3000,38.0800,0.000083
FILLER_9_125,VGND,li1,65.7800,38.0800,0.000078
FILLER_9_113,VGND,li1,60.2600,38.0800,0.000073
FILLER_9_109,VGND,li1,56.3500,38.0800,0.000066
FILLER_9_101,VGND,li1,52.6700,38.0800,0.000060
FILLER_9_93,VGND,li1,50.1400,38.0800,0.000056
FILLER_9_81,VGND,li1,45.5400,38.0800,0.000047
FILLER_9_69,VGND,li1,40.0200,38.0800,0.000040
FILLER_9_57,VGND,li1,34.5000,38.0800,0.000031
FILLER_9_55,VGND,li1,31.0500,38.0800,0.000024
FILLER_9_51,VGND,li1,29.9000,38.0800,0.000024
FILLER_9_39,VGND,li1,26.2200,38.0800,0.000016
FILLER_9_27,VGND,li1,20.7000,38.0800,0.000016
FILLER_9_15,VGND,li1,15.1800,38.0800,0.000016
FILLER_9_3,VGND,li1,9.6600,38.0800,0.000016
FILLER_8_601,VGND,li1,282.4400,32.6400,0.000095
FILLER_8_593,VGND,li1,280.1400,32.6400,0.000095
FILLER_8_586,VGND,li1,275.5400,32.6400,0.000094
FILLER_8_569,VGND,li1,268.1800,32.6400,0.000088
FILLER_8_561,VGND,li1,263.8100,32.6400,0.000085
FILLER_8_557,VGND,li1,262.6600,32.6400,0.000085
FILLER_8_545,VGND,li1,258.9800,32.6400,0.000082
FILLER_8_533,VGND,li1,253.4600,32.6400,0.000078
FILLER_8_521,VGND,li1,245.4100,32.6400,0.000071
FILLER_8_515,VGND,li1,243.8000,32.6400,0.000070
FILLER_8_497,VGND,li1,234.6000,32.6400,0.000062
FILLER_8_489,VGND,li1,232.3000,32.6400,0.000061
FILLER_8_477,VGND,li1,227.7000,32.6400,0.000057
FILLER_8_464,VGND,li1,221.7200,32.6400,0.000052
FILLER_8_458,VGND,li1,216.4300,32.6400,0.000048
FILLER_8_452,VGND,li1,213.6700,32.6400,0.000046
FILLER_8_448,VGND,li1,212.5200,32.6400,0.000044
FILLER_8_421,VGND,li1,199.8700,32.6400,0.000035
FILLER_8_412,VGND,li1,196.8800,32.6400,0.000033
FILLER_8_385,VGND,li1,183.0800,32.6400,0.000022
FILLER_8_373,VGND,li1,179.8600,32.6400,0.000018
FILLER_8_369,VGND,li1,175.4900,32.6400,0.000022
FILLER_8_365,VGND,li1,174.3400,32.6400,0.000024
FILLER_8_363,VGND,li1,172.7300,32.6400,0.000026
FILLER_8_359,VGND,li1,171.5800,32.6400,0.000026
FILLER_8_341,VGND,li1,162.8400,32.6400,0.000035
FILLER_8_309,VGND,li1,150.4200,32.6400,0.000048
FILLER_8_296,VGND,li1,144.4400,32.6400,0.000055
FILLER_8_284,VGND,li1,136.8500,32.6400,0.000062
FILLER_8_270,VGND,li1,130.1800,32.6400,0.000071
FILLER_8_241,VGND,li1,116.8400,32.6400,0.000083
FILLER_8_229,VGND,li1,113.6200,32.6400,0.000087
FILLER_8_195,VGND,li1,95.4500,32.6400,0.000091
FILLER_8_183,VGND,li1,92.4600,32.6400,0.000091
FILLER_8_154,VGND,li1,77.0500,32.6400,0.000084
FILLER_8_141,VGND,li1,71.7600,32.6400,0.000078
FILLER_8_132,VGND,li1,68.0800,32.6400,0.000077
FILLER_8_127,VGND,li1,64.1700,32.6400,0.000071
FILLER_8_121,VGND,li1,62.5600,32.6400,0.000067
FILLER_8_109,VGND,li1,58.4200,32.6400,0.000061
FILLER_8_97,VGND,li1,52.9000,32.6400,0.000055
FILLER_8_85,VGND,li1,47.3800,32.6400,0.000047
FILLER_8_83,VGND,li1,43.9300,32.6400,0.000039
FILLER_8_77,VGND,li1,42.3200,32.6400,0.000039
FILLER_8_65,VGND,li1,38.1800,32.6400,0.000033
FILLER_8_53,VGND,li1,32.6600,32.6400,0.000025
FILLER_8_41,VGND,li1,27.1400,32.6400,0.000017
FILLER_8_29,VGND,li1,21.6200,32.6400,0.000014
FILLER_8_27,VGND,li1,18.1700,32.6400,0.000014
FILLER_8_15,VGND,li1,15.1800,32.6400,0.000014
FILLER_8_3,VGND,li1,9.6600,32.6400,0.000014
FILLER_7_634,VGND,li1,297.8500,32.6400,0.000097
