Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_64_365,VGND,li1,173.6500,184.9600,0.000005
FILLER_64_363,VGND,li1,172.7300,184.9600,0.000005
FILLER_64_355,VGND,li1,170.6600,184.9600,0.000005
FILLER_64_331,VGND,li1,159.6200,184.9600,0.000005
FILLER_64_309,VGND,li1,147.8900,184.9600,0.000004
FILLER_64_305,VGND,li1,146.5100,184.9600,0.000004
FILLER_64_297,VGND,li1,142.3700,184.9600,0.000004
FILLER_64_291,VGND,li1,140.7600,184.9600,0.000004
FILLER_64_265,VGND,li1,129.2600,184.9600,0.000004
FILLER_64_253,VGND,li1,124.6600,184.9600,0.000004
FILLER_64_251,VGND,li1,121.2100,184.9600,0.000004
FILLER_64_245,VGND,li1,119.6000,184.9600,0.000004
FILLER_64_233,VGND,li1,115.4600,184.9600,0.000003
FILLER_64_221,VGND,li1,109.9400,184.9600,0.000003
FILLER_64_209,VGND,li1,104.4200,184.9600,0.000003
FILLER_64_197,VGND,li1,98.9000,184.9600,0.000003
FILLER_64_195,VGND,li1,95.4500,184.9600,0.000003
FILLER_64_189,VGND,li1,93.8400,184.9600,0.000003
FILLER_64_177,VGND,li1,89.7000,184.9600,0.000003
FILLER_64_165,VGND,li1,84.1800,184.9600,0.000002
FILLER_64_153,VGND,li1,78.6600,184.9600,0.000002
FILLER_64_141,VGND,li1,73.1400,184.9600,0.000002
FILLER_64_136,VGND,li1,69.0000,184.9600,0.000002
FILLER_64_117,VGND,li1,60.0300,184.9600,0.000002
FILLER_64_109,VGND,li1,55.8900,184.9600,0.000001
FILLER_64_97,VGND,li1,52.9000,184.9600,0.000001
FILLER_64_85,VGND,li1,47.3800,184.9600,0.000001
FILLER_64_83,VGND,li1,43.9300,184.9600,0.000001
FILLER_64_75,VGND,li1,41.8600,184.9600,0.000001
FILLER_64_66,VGND,li1,36.1100,184.9600,0.000001
FILLER_64_60,VGND,li1,34.5000,184.9600,0.000001
FILLER_64_55,VGND,li1,31.2800,184.9600,0.000001
FILLER_64_43,VGND,li1,28.0600,184.9600,0.000000
FILLER_64_37,VGND,li1,23.2300,184.9600,0.000000
FILLER_64_29,VGND,li1,20.7000,184.9600,0.000000
FILLER_64_27,VGND,li1,18.1700,184.9600,0.000000
FILLER_64_15,VGND,li1,15.1800,184.9600,0.000000
FILLER_64_3,VGND,li1,9.6600,184.9600,0.000000
FILLER_63_631,VGND,li1,297.1600,184.9600,0.000072
FILLER_63_610,VGND,li1,286.5800,184.9600,0.000069
FILLER_63_598,VGND,li1,283.3600,184.9600,0.000066
FILLER_63_586,VGND,li1,277.8400,184.9600,0.000064
FILLER_63_574,VGND,li1,272.3200,184.9600,0.000061
FILLER_63_548,VGND,li1,260.3600,184.9600,0.000054
FILLER_63_527,VGND,li1,249.7800,184.9600,0.000047
FILLER_63_517,VGND,li1,244.2600,184.9600,0.000043
FILLER_63_505,VGND,li1,240.5800,184.9600,0.000042
FILLER_63_500,VGND,li1,236.4400,184.9600,0.000040
FILLER_63_488,VGND,li1,232.7600,184.9600,0.000037
FILLER_63_474,VGND,li1,223.7900,184.9600,0.000032
FILLER_63_467,VGND,li1,220.8000,184.9600,0.000031
FILLER_63_455,VGND,li1,217.5800,184.9600,0.000029
FILLER_63_445,VGND,li1,210.9100,184.9600,0.000025
FILLER_63_437,VGND,li1,207.0000,184.9600,0.000022
FILLER_63_429,VGND,li1,204.7000,184.9600,0.000021
FILLER_63_416,VGND,li1,198.2600,184.9600,0.000017
FILLER_63_405,VGND,li1,192.7400,184.9600,0.000014
FILLER_63_393,VGND,li1,189.0600,184.9600,0.000012
FILLER_63_390,VGND,li1,185.3800,184.9600,0.000009
FILLER_63_379,VGND,li1,180.5500,184.9600,0.000007
FILLER_63_371,VGND,li1,178.0200,184.9600,0.000006
FILLER_63_360,VGND,li1,172.9600,184.9600,0.000005
FILLER_63_343,VGND,li1,163.9900,184.9600,0.000005
FILLER_63_335,VGND,li1,159.8500,184.9600,0.000005
FILLER_63_324,VGND,li1,155.4800,184.9600,0.000005
FILLER_63_315,VGND,li1,150.6500,184.9600,0.000005
FILLER_63_311,VGND,li1,149.5000,184.9600,0.000005
FILLER_63_294,VGND,li1,142.1400,184.9600,0.000004
FILLER_63_289,VGND,li1,138.9200,184.9600,0.000004
FILLER_63_281,VGND,li1,136.6200,184.9600,0.000004
FILLER_63_278,VGND,li1,133.8600,184.9600,0.000004
FILLER_63_266,VGND,li1,130.6400,184.9600,0.000004
FILLER_63_254,VGND,li1,125.1200,184.9600,0.000004
FILLER_63_242,VGND,li1,119.6000,184.9600,0.000004
FILLER_63_230,VGND,li1,114.0800,184.9600,0.000003
FILLER_63_225,VGND,li1,109.4800,184.9600,0.000003
FILLER_63_223,VGND,li1,108.3300,184.9600,0.000003
FILLER_63_217,VGND,li1,106.7200,184.9600,0.000003
FILLER_63_205,VGND,li1,102.5800,184.9600,0.000003
FILLER_63_193,VGND,li1,97.0600,184.9600,0.000003
FILLER_63_181,VGND,li1,91.5400,184.9600,0.000003
FILLER_63_173,VGND,li1,85.3300,184.9600,0.000002
FILLER_63_169,VGND,li1,84.1800,184.9600,0.000002
FILLER_63_167,VGND,li1,82.5700,184.9600,0.000002
FILLER_63_163,VGND,li1,81.4200,184.9600,0.000002
FILLER_63_151,VGND,li1,77.7400,184.9600,0.000002
FILLER_63_130,VGND,li1,66.0100,184.9600,0.000002
FILLER_63_122,VGND,li1,63.4800,184.9600,0.000002
FILLER_63_113,VGND,li1,58.4200,184.9600,0.000001
FILLER_63_109,VGND,li1,56.3500,184.9600,0.000001
FILLER_63_97,VGND,li1,52.9000,184.9600,0.000001
FILLER_63_85,VGND,li1,47.3800,184.9600,0.000001
FILLER_63_73,VGND,li1,41.8600,184.9600,0.000001
FILLER_63_69,VGND,li1,37.4900,184.9600,0.000001
FILLER_63_57,VGND,li1,34.5000,184.9600,0.000001
FILLER_63_54,VGND,li1,30.8200,184.9600,0.000001
FILLER_63_36,VGND,li1,22.7700,184.9600,0.000000
FILLER_63_28,VGND,li1,20.2400,184.9600,0.000000
FILLER_63_15,VGND,li1,12.6500,184.9600,0.000000
FILLER_63_3,VGND,li1,9.6600,184.9600,0.000000
FILLER_62_635,VGND,li1,298.0800,179.5200,0.000066
FILLER_62_623,VGND,li1,294.8600,179.5200,0.000066
FILLER_62_619,VGND,li1,290.4900,179.5200,0.000066
FILLER_62_611,VGND,li1,288.4200,179.5200,0.000066
FILLER_62_599,VGND,li1,283.8200,179.5200,0.000066
FILLER_62_595,VGND,li1,279.4500,179.5200,0.000064
FILLER_62_589,VGND,li1,277.8400,179.5200,0.000064
FILLER_62_587,VGND,li1,275.7700,179.5200,0.000063
FILLER_62_579,VGND,li1,273.7000,179.5200,0.000061
FILLER_62_539,VGND,li1,253.6900,179.5200,0.000049
FILLER_62_533,VGND,li1,252.0800,179.5200,0.000049
FILLER_62_531,VGND,li1,250.0100,179.5200,0.000048
FILLER_62_506,VGND,li1,238.7400,179.5200,0.000040
FILLER_62_494,VGND,li1,235.5200,179.5200,0.000039
FILLER_62_474,VGND,li1,224.0200,179.5200,0.000033
FILLER_62_455,VGND,li1,217.5800,179.5200,0.000029
FILLER_62_442,VGND,li1,210.2200,179.5200,0.000024
FILLER_62_431,VGND,li1,204.7000,179.5200,0.000020
FILLER_62_412,VGND,li1,196.8800,179.5200,0.000016
FILLER_62_408,VGND,li1,193.4300,179.5200,0.000015
FILLER_62_396,VGND,li1,190.4400,179.5200,0.000012
FILLER_62_384,VGND,li1,184.9200,179.5200,0.000010
FILLER_62_372,VGND,li1,179.4000,179.5200,0.000007
FILLER_62_363,VGND,li1,172.7300,179.5200,0.000005
FILLER_62_345,VGND,li1,164.4500,179.5200,0.000005
FILLER_62_333,VGND,li1,161.4600,179.5200,0.000005
FILLER_62_321,VGND,li1,155.9400,179.5200,0.000005
FILLER_62_309,VGND,li1,150.4200,179.5200,0.000005
FILLER_62_304,VGND,li1,146.2800,179.5200,0.000004
FILLER_62_292,VGND,li1,142.6000,179.5200,0.000004
FILLER_62_281,VGND,li1,135.0100,179.5200,0.000004
FILLER_62_277,VGND,li1,133.8600,179.5200,0.000004
FILLER_62_265,VGND,li1,130.1800,179.5200,0.000004
FILLER_62_253,VGND,li1,124.6600,179.5200,0.000004
FILLER_62_250,VGND,li1,120.9800,179.5200,0.000004
FILLER_62_238,VGND,li1,117.7600,179.5200,0.000003
FILLER_62_221,VGND,li1,107.6400,179.5200,0.000003
FILLER_62_209,VGND,li1,104.4200,179.5200,0.000003
FILLER_62_197,VGND,li1,98.9000,179.5200,0.000003
FILLER_62_194,VGND,li1,95.2200,179.5200,0.000003
FILLER_62_186,VGND,li1,92.9200,179.5200,0.000003
FILLER_62_175,VGND,li1,86.9400,179.5200,0.000002
FILLER_62_163,VGND,li1,83.2600,179.5200,0.000002
FILLER_62_151,VGND,li1,77.7400,179.5200,0.000002
FILLER_62_141,VGND,li1,70.6100,179.5200,0.000002
FILLER_62_139,VGND,li1,69.6900,179.5200,0.000002
FILLER_62_129,VGND,li1,65.5500,179.5200,0.000002
FILLER_62_117,VGND,li1,62.1000,179.5200,0.000002
FILLER_62_105,VGND,li1,56.5800,179.5200,0.000001
FILLER_62_97,VGND,li1,50.3700,179.5200,0.000001
FILLER_62_85,VGND,li1,47.3800,179.5200,0.000001
FILLER_62_83,VGND,li1,43.9300,179.5200,0.000001
FILLER_62_79,VGND,li1,42.7800,179.5200,0.000001
FILLER_62_66,VGND,li1,36.3400,179.5200,0.000001
FILLER_62_54,VGND,li1,33.1200,179.5200,0.000001
FILLER_62_41,VGND,li1,25.0700,179.5200,0.000000
FILLER_62_29,VGND,li1,21.6200,179.5200,0.000000
FILLER_62_19,VGND,li1,14.4900,179.5200,0.000000
FILLER_62_15,VGND,li1,13.3400,179.5200,0.000000
FILLER_62_3,VGND,li1,9.6600,179.5200,0.000000
FILLER_61_629,VGND,li1,296.7000,179.5200,0.000066
FILLER_61_617,VGND,li1,292.1000,179.5200,0.000066
FILLER_61_586,VGND,li1,275.5400,179.5200,0.000063
FILLER_61_574,VGND,li1,272.3200,179.5200,0.000061
FILLER_61_549,VGND,li1,258.2900,179.5200,0.000053
FILLER_61_541,VGND,li1,256.2200,179.5200,0.000051
FILLER_61_529,VGND,li1,251.6200,179.5200,0.000048
FILLER_61_517,VGND,li1,246.1000,179.5200,0.000046
FILLER_61_505,VGND,li1,240.5800,179.5200,0.000042
FILLER_61_503,VGND,li1,237.1300,179.5200,0.000040
FILLER_61_491,VGND,li1,234.1400,179.5200,0.000039
FILLER_61_474,VGND,li1,224.4800,179.5200,0.000033
FILLER_61_461,VGND,li1,219.4200,179.5200,0.000030
FILLER_61_449,VGND,li1,214.8200,179.5200,0.000026
FILLER_61_446,VGND,li1,211.1400,179.5200,0.000025
FILLER_61_438,VGND,li1,207.2300,179.5200,0.000022
FILLER_61_434,VGND,li1,206.0800,179.5200,0.000022
FILLER_61_422,VGND,li1,202.4000,179.5200,0.000019
FILLER_61_413,VGND,li1,195.9600,179.5200,0.000016
FILLER_61_405,VGND,li1,193.6600,179.5200,0.000015
FILLER_61_393,VGND,li1,189.0600,179.5200,0.000012
FILLER_61_380,VGND,li1,183.0800,179.5200,0.000009
FILLER_61_368,VGND,li1,177.5600,179.5200,0.000006
FILLER_61_360,VGND,li1,171.5800,179.5200,0.000005
FILLER_61_352,VGND,li1,169.2800,179.5200,0.000005
FILLER_61_345,VGND,li1,164.6800,179.5200,0.000005
FILLER_61_337,VGND,li1,162.3800,179.5200,0.000005
FILLER_61_335,VGND,li1,159.8500,179.5200,0.000005
FILLER_61_329,VGND,li1,158.2400,179.5200,0.000005
FILLER_61_317,VGND,li1,154.1000,179.5200,0.000005
FILLER_61_305,VGND,li1,148.5800,179.5200,0.000005
FILLER_61_293,VGND,li1,143.0600,179.5200,0.000004
FILLER_61_281,VGND,li1,137.5400,179.5200,0.000004
FILLER_61_278,VGND,li1,133.8600,179.5200,0.000004
FILLER_61_266,VGND,li1,130.6400,179.5200,0.000004
FILLER_61_254,VGND,li1,125.1200,179.5200,0.000004
FILLER_61_241,VGND,li1,116.6100,179.5200,0.000003
FILLER_61_229,VGND,li1,113.6200,179.5200,0.000003
FILLER_61_222,VGND,li1,108.1000,179.5200,0.000003
FILLER_61_214,VGND,li1,105.8000,179.5200,0.000003
FILLER_61_202,VGND,li1,101.2000,179.5200,0.000003
FILLER_61_190,VGND,li1,95.6800,179.5200,0.000003
FILLER_61_175,VGND,li1,86.2500,179.5200,0.000002
FILLER_61_169,VGND,li1,84.6400,179.5200,0.000002
FILLER_61_167,VGND,li1,82.5700,179.5200,0.000002
FILLER_61_155,VGND,li1,79.5800,179.5200,0.000002
FILLER_61_151,VGND,li1,75.2100,179.5200,0.000002
FILLER_61_143,VGND,li1,73.1400,179.5200,0.000002
FILLER_61_137,VGND,li1,69.2300,179.5200,0.000002
FILLER_61_125,VGND,li1,65.7800,179.5200,0.000002
FILLER_61_113,VGND,li1,60.2600,179.5200,0.000002
FILLER_61_110,VGND,li1,56.5800,179.5200,0.000001
FILLER_61_89,VGND,li1,46.6900,179.5200,0.000001
FILLER_61_81,VGND,li1,44.6200,179.5200,0.000001
FILLER_61_69,VGND,li1,40.0200,179.5200,0.000001
FILLER_61_57,VGND,li1,34.5000,179.5200,0.000001
FILLER_61_55,VGND,li1,31.0500,179.5200,0.000000
FILLER_61_49,VGND,li1,29.4400,179.5200,0.000000
FILLER_61_37,VGND,li1,25.3000,179.5200,0.000000
FILLER_61_25,VGND,li1,19.7800,179.5200,0.000000
FILLER_61_15,VGND,li1,12.6500,179.5200,0.000000
FILLER_61_3,VGND,li1,9.6600,179.5200,0.000000
FILLER_60_636,VGND,li1,298.3100,174.0800,0.000070
FILLER_60_628,VGND,li1,296.2400,174.0800,0.000070
FILLER_60_616,VGND,li1,291.6400,174.0800,0.000070
FILLER_60_585,VGND,li1,275.3100,174.0800,0.000066
FILLER_60_573,VGND,li1,271.8600,174.0800,0.000064
FILLER_60_561,VGND,li1,266.3400,174.0800,0.000061
FILLER_60_546,VGND,li1,257.1400,174.0800,0.000056
FILLER_60_531,VGND,li1,250.0100,174.0800,0.000051
FILLER_60_519,VGND,li1,247.0200,174.0800,0.000050
FILLER_60_507,VGND,li1,241.5000,174.0800,0.000047
FILLER_60_501,VGND,li1,236.2100,174.0800,0.000043
FILLER_60_489,VGND,li1,233.2200,174.0800,0.000042
FILLER_60_477,VGND,li1,227.7000,174.0800,0.000039
FILLER_60_473,VGND,li1,223.7900,174.0800,0.000035
FILLER_60_449,VGND,li1,212.2900,174.0800,0.000029
FILLER_60_433,VGND,li1,204.9300,174.0800,0.000024
FILLER_60_427,VGND,li1,203.3200,174.0800,0.000024
FILLER_60_412,VGND,li1,196.8800,174.0800,0.000021
FILLER_60_401,VGND,li1,191.8200,174.0800,0.000018
FILLER_60_389,VGND,li1,187.2200,174.0800,0.000014
FILLER_60_377,VGND,li1,181.7000,174.0800,0.000012
FILLER_60_365,VGND,li1,176.1800,174.0800,0.000011
FILLER_60_363,VGND,li1,172.7300,174.0800,0.000013
FILLER_60_357,VGND,li1,171.1200,174.0800,0.000013
FILLER_60_345,VGND,li1,166.9800,174.0800,0.000015
FILLER_60_333,VGND,li1,161.4600,174.0800,0.000017
FILLER_60_321,VGND,li1,155.9400,174.0800,0.000020
FILLER_60_309,VGND,li1,150.4200,174.0800,0.000022
FILLER_60_306,VGND,li1,146.7400,174.0800,0.000022
FILLER_60_294,VGND,li1,143.5200,174.0800,0.000021
FILLER_60_282,VGND,li1,138.0000,174.0800,0.000021
FILLER_60_267,VGND,li1,128.5700,174.0800,0.000019
FILLER_60_259,VGND,li1,126.5000,174.0800,0.000019
FILLER_60_251,VGND,li1,121.2100,174.0800,0.000018
FILLER_60_243,VGND,li1,117.5300,174.0800,0.000017
FILLER_60_229,VGND,li1,111.3200,174.0800,0.000016
FILLER_60_225,VGND,li1,109.2500,174.0800,0.000016
FILLER_60_221,VGND,li1,108.1000,174.0800,0.000016
FILLER_60_205,VGND,li1,100.5100,174.0800,0.000014
FILLER_60_197,VGND,li1,97.9800,174.0800,0.000014
FILLER_60_195,VGND,li1,95.4500,174.0800,0.000013
FILLER_60_187,VGND,li1,93.3800,174.0800,0.000013
FILLER_60_175,VGND,li1,88.7800,174.0800,0.000012
FILLER_60_164,VGND,li1,81.1900,174.0800,0.000011
FILLER_60_160,VGND,li1,80.0400,174.0800,0.000011
FILLER_60_148,VGND,li1,76.3600,174.0800,0.000010
FILLER_60_139,VGND,li1,69.6900,174.0800,0.000009
FILLER_60_133,VGND,li1,68.0800,174.0800,0.000009
FILLER_60_121,VGND,li1,63.9400,174.0800,0.000008
FILLER_60_109,VGND,li1,58.4200,174.0800,0.000007
FILLER_60_89,VGND,li1,46.6900,174.0800,0.000005
FILLER_60_85,VGND,li1,45.5400,174.0800,0.000005
FILLER_60_72,VGND,li1,41.4000,174.0800,0.000004
FILLER_60_65,VGND,li1,35.8800,174.0800,0.000003
FILLER_60_53,VGND,li1,32.6600,174.0800,0.000003
FILLER_60_29,VGND,li1,21.6200,174.0800,0.000002
FILLER_60_27,VGND,li1,18.1700,174.0800,0.000002
FILLER_60_15,VGND,li1,15.1800,174.0800,0.000002
FILLER_60_3,VGND,li1,9.6600,174.0800,0.000002
FILLER_59_622,VGND,li1,293.0200,174.0800,0.000070
FILLER_59_617,VGND,li1,289.8000,174.0800,0.000070
FILLER_59_615,VGND,li1,288.6500,174.0800,0.000070
FILLER_59_592,VGND,li1,279.2200,174.0800,0.000069
FILLER_59_573,VGND,li1,271.8600,174.0800,0.000064
FILLER_59_561,VGND,li1,266.3400,174.0800,0.000061
FILLER_59_557,VGND,li1,262.4300,174.0800,0.000059
FILLER_59_545,VGND,li1,258.9800,174.0800,0.000057
FILLER_59_536,VGND,li1,252.3100,174.0800,0.000053
FILLER_59_524,VGND,li1,249.3200,174.0800,0.000051
FILLER_59_512,VGND,li1,243.8000,174.0800,0.000048
FILLER_59_503,VGND,li1,237.1300,174.0800,0.000044
FILLER_59_495,VGND,li1,235.0600,174.0800,0.000043
FILLER_59_483,VGND,li1,230.4600,174.0800,0.000040
FILLER_59_471,VGND,li1,224.9400,174.0800,0.000037
FILLER_59_461,VGND,li1,218.2700,174.0800,0.000032
FILLER_59_449,VGND,li1,214.8200,174.0800,0.000031
FILLER_59_440,VGND,li1,209.7600,174.0800,0.000028
FILLER_59_431,VGND,li1,204.4700,174.0800,0.000024
FILLER_59_419,VGND,li1,201.0200,174.0800,0.000023
FILLER_59_404,VGND,li1,191.8200,174.0800,0.000018
FILLER_59_396,VGND,li1,189.5200,174.0800,0.000016
FILLER_59_385,VGND,li1,183.5400,174.0800,0.000013
FILLER_59_373,VGND,li1,179.8600,174.0800,0.000010
FILLER_59_361,VGND,li1,174.3400,174.0800,0.000012
FILLER_59_349,VGND,li1,168.8200,174.0800,0.000014
FILLER_59_337,VGND,li1,163.3000,174.0800,0.000016
FILLER_59_327,VGND,li1,156.1700,174.0800,0.000020
FILLER_59_323,VGND,li1,155.0200,174.0800,0.000020
FILLER_59_292,VGND,li1,140.5300,174.0800,0.000021
FILLER_59_284,VGND,li1,138.0000,174.0800,0.000021
FILLER_59_279,VGND,li1,134.0900,174.0800,0.000020
FILLER_59_261,VGND,li1,126.5000,174.0800,0.000019
FILLER_59_249,VGND,li1,122.8200,174.0800,0.000018
FILLER_59_245,VGND,li1,118.4500,174.0800,0.000017
FILLER_59_233,VGND,li1,114.0800,174.0800,0.000017
FILLER_59_223,VGND,li1,108.3300,174.0800,0.000016
FILLER_59_215,VGND,li1,106.2600,174.0800,0.000015
FILLER_59_203,VGND,li1,101.6600,174.0800,0.000014
FILLER_59_199,VGND,li1,97.2900,174.0800,0.000014
FILLER_59_193,VGND,li1,94.5300,174.0800,0.000013
FILLER_59_181,VGND,li1,91.5400,174.0800,0.000013
FILLER_59_169,VGND,li1,86.0200,174.0800,0.000012
FILLER_59_167,VGND,li1,82.5700,174.0800,0.000011
FILLER_59_137,VGND,li1,69.0000,174.0800,0.000009
FILLER_59_125,VGND,li1,65.7800,174.0800,0.000009
FILLER_59_113,VGND,li1,60.2600,174.0800,0.000008
FILLER_59_108,VGND,li1,56.1200,174.0800,0.000007
FILLER_59_96,VGND,li1,49.9100,174.0800,0.000006
FILLER_59_84,VGND,li1,46.9200,174.0800,0.000005
FILLER_59_72,VGND,li1,41.4000,174.0800,0.000004
FILLER_59_57,VGND,li1,32.6600,174.0800,0.000003
FILLER_59_53,VGND,li1,30.5900,174.0800,0.000003
FILLER_59_41,VGND,li1,27.1400,174.0800,0.000002
FILLER_59_29,VGND,li1,21.6200,174.0800,0.000002
FILLER_59_9,VGND,li1,9.8900,174.0800,0.000002
FILLER_59_3,VGND,li1,8.2800,174.0800,0.000002
FILLER_58_634,VGND,li1,297.8500,168.6400,0.000104
FILLER_58_626,VGND,li1,293.9400,168.6400,0.000103
FILLER_58_611,VGND,li1,287.0400,168.6400,0.000097
FILLER_58_599,VGND,li1,283.8200,168.6400,0.000095
FILLER_58_589,VGND,li1,277.1500,168.6400,0.000089
FILLER_58_587,VGND,li1,275.7700,168.6400,0.000087
FILLER_58_581,VGND,li1,274.1600,168.6400,0.000087
FILLER_58_569,VGND,li1,270.0200,168.6400,0.000083
FILLER_58_557,VGND,li1,264.5000,168.6400,0.000078
FILLER_58_545,VGND,li1,258.9800,168.6400,0.000074
FILLER_58_533,VGND,li1,253.4600,168.6400,0.000070
FILLER_58_530,VGND,li1,249.7800,168.6400,0.000067
FILLER_58_521,VGND,li1,245.6400,168.6400,0.000062
FILLER_58_513,VGND,li1,241.9600,168.6400,0.000060
FILLER_58_501,VGND,li1,238.7400,168.6400,0.000056
FILLER_58_489,VGND,li1,233.2200,168.6400,0.000052
FILLER_58_477,VGND,li1,227.7000,168.6400,0.000048
FILLER_58_475,VGND,li1,224.2500,168.6400,0.000045
FILLER_58_469,VGND,li1,222.6400,168.6400,0.000043
FILLER_58_457,VGND,li1,218.5000,168.6400,0.000041
FILLER_58_445,VGND,li1,212.9800,168.6400,0.000036
FILLER_58_433,VGND,li1,207.4600,168.6400,0.000031
FILLER_58_421,VGND,li1,201.9400,168.6400,0.000026
FILLER_58_414,VGND,li1,197.3400,168.6400,0.000023
FILLER_58_381,VGND,li1,181.4700,168.6400,0.000010
FILLER_58_373,VGND,li1,178.9400,168.6400,0.000008
FILLER_58_356,VGND,li1,171.1200,168.6400,0.000007
FILLER_58_344,VGND,li1,166.5200,168.6400,0.000007
FILLER_58_321,VGND,li1,153.8700,168.6400,0.000007
FILLER_58_309,VGND,li1,150.4200,168.6400,0.000006
FILLER_58_306,VGND,li1,146.7400,168.6400,0.000006
FILLER_58_300,VGND,li1,143.9800,168.6400,0.000006
FILLER_58_288,VGND,li1,140.7600,168.6400,0.000006
FILLER_58_276,VGND,li1,135.2400,168.6400,0.000006
FILLER_58_268,VGND,li1,129.4900,168.6400,0.000005
FILLER_58_260,VGND,li1,126.9600,168.6400,0.000005
FILLER_58_251,VGND,li1,121.2100,168.6400,0.000005
FILLER_58_247,VGND,li1,119.3700,168.6400,0.000005
FILLER_58_243,VGND,li1,117.5300,168.6400,0.000005
FILLER_58_231,VGND,li1,114.5400,168.6400,0.000005
FILLER_58_226,VGND,li1,109.9400,168.6400,0.000005
FILLER_58_215,VGND,li1,105.1100,168.6400,0.000004
FILLER_58_207,VGND,li1,102.5800,168.6400,0.000004
FILLER_58_197,VGND,li1,96.6000,168.6400,0.000004
FILLER_58_184,VGND,li1,92.9200,168.6400,0.000004
FILLER_58_172,VGND,li1,87.4000,168.6400,0.000003
FILLER_58_160,VGND,li1,81.8800,168.6400,0.000003
FILLER_58_148,VGND,li1,76.3600,168.6400,0.000003
FILLER_58_141,VGND,li1,71.3000,168.6400,0.000003
FILLER_58_139,VGND,li1,69.6900,168.6400,0.000003
FILLER_58_127,VGND,li1,66.7000,168.6400,0.000002
FILLER_58_117,VGND,li1,60.0300,168.6400,0.000002
FILLER_58_109,VGND,li1,57.5000,168.6400,0.000002
FILLER_58_97,VGND,li1,50.6000,168.6400,0.000002
FILLER_58_85,VGND,li1,47.3800,168.6400,0.000002
FILLER_58_83,VGND,li1,43.9300,168.6400,0.000001
FILLER_58_79,VGND,li1,42.7800,168.6400,0.000001
FILLER_58_56,VGND,li1,31.9700,168.6400,0.000001
FILLER_58_44,VGND,li1,28.5200,168.6400,0.000001
FILLER_58_38,VGND,li1,23.2300,168.6400,0.000000
FILLER_58_32,VGND,li1,21.6200,168.6400,0.000000
FILLER_58_3,VGND,li1,8.7400,168.6400,0.000000
FILLER_57_604,VGND,li1,284.2800,168.6400,0.000095
FILLER_57_592,VGND,li1,280.6000,168.6400,0.000091
FILLER_57_580,VGND,li1,275.0800,168.6400,0.000087
FILLER_57_565,VGND,li1,265.6500,168.6400,0.000080
FILLER_57_545,VGND,li1,256.6800,168.6400,0.000072
FILLER_57_537,VGND,li1,254.3800,168.6400,0.000070
FILLER_57_525,VGND,li1,249.7800,168.6400,0.000067
FILLER_57_512,VGND,li1,241.7300,168.6400,0.000060
FILLER_57_503,VGND,li1,237.1300,168.6400,0.000056
FILLER_57_495,VGND,li1,235.0600,168.6400,0.000054
FILLER_57_480,VGND,li1,226.5500,168.6400,0.000046
FILLER_57_476,VGND,li1,225.4000,168.6400,0.000046
FILLER_57_461,VGND,li1,218.9600,168.6400,0.000041
FILLER_57_449,VGND,li1,214.8200,168.6400,0.000038
FILLER_57_447,VGND,li1,211.3700,168.6400,0.000034
FILLER_57_443,VGND,li1,210.2200,168.6400,0.000034
FILLER_57_431,VGND,li1,206.5400,168.6400,0.000031
FILLER_57_419,VGND,li1,201.0200,168.6400,0.000026
FILLER_57_407,VGND,li1,195.5000,168.6400,0.000022
FILLER_57_385,VGND,li1,183.0800,168.6400,0.000011
FILLER_57_377,VGND,li1,180.7800,168.6400,0.000010
FILLER_57_349,VGND,li1,166.5200,168.6400,0.000007
FILLER_57_337,VGND,li1,163.3000,168.6400,0.000007
FILLER_57_335,VGND,li1,159.8500,168.6400,0.000007
FILLER_57_325,VGND,li1,155.7100,168.6400,0.000007
FILLER_57_317,VGND,li1,153.1800,168.6400,0.000007
FILLER_57_305,VGND,li1,148.5800,168.6400,0.000006
FILLER_57_293,VGND,li1,143.0600,168.6400,0.000006
FILLER_57_281,VGND,li1,137.5400,168.6400,0.000006
FILLER_57_277,VGND,li1,133.6300,168.6400,0.000006
FILLER_57_269,VGND,li1,131.1000,168.6400,0.000005
FILLER_57_257,VGND,li1,126.5000,168.6400,0.000005
FILLER_57_237,VGND,li1,115.4600,168.6400,0.000005
FILLER_57_225,VGND,li1,111.7800,168.6400,0.000005
FILLER_57_222,VGND,li1,108.1000,168.6400,0.000004
FILLER_57_210,VGND,li1,104.8800,168.6400,0.000004
FILLER_57_189,VGND,li1,92.6900,168.6400,0.000004
FILLER_57_181,VGND,li1,90.6200,168.6400,0.000004
FILLER_57_169,VGND,li1,86.0200,168.6400,0.000003
FILLER_57_165,VGND,li1,82.1100,168.6400,0.000003
FILLER_57_153,VGND,li1,78.6600,168.6400,0.000003
FILLER_57_141,VGND,li1,73.1400,168.6400,0.000003
FILLER_57_129,VGND,li1,65.3200,168.6400,0.000002
FILLER_57_122,VGND,li1,62.1000,168.6400,0.000002
FILLER_57_109,VGND,li1,56.3500,168.6400,0.000002
FILLER_57_97,VGND,li1,52.9000,168.6400,0.000002
FILLER_57_85,VGND,li1,47.3800,168.6400,0.000002
FILLER_57_63,VGND,li1,35.1900,168.6400,0.000001
FILLER_57_57,VGND,li1,31.9700,168.6400,0.000001
FILLER_57_55,VGND,li1,31.0500,168.6400,0.000001
